ORPHAcode,nombre_enfermedad,tipo_enfermedad,prevalencia_tipo,prevalencia_final,region_prevalencia,calidad_prevalencia,estado_validacion_prevalencia
182090,Pulmonary arterial hypertension,Category,Annual incidence,0.24,France,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Point prevalence,1.09,United States,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Annual incidence,1.07,Czech Republic,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Point prevalence,2.24,Czech Republic,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Point prevalence,1.55,Switzerland,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Annual incidence,0.35,Switzerland,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Annual incidence,0.72,United Kingdom,Value and class,Validated
182090,Pulmonary arterial hypertension,Category,Point prevalence,5.2,United Kingdom,Value and class,Validated
182095,Interstitial lung disease,Category,Annual incidence,4.1,Denmark,Value and class,Validated
182095,Interstitial lung disease,Category,Annual incidence,5.4,Europe,Value and class,Not yet validated
182095,Interstitial lung disease,Category,Annual incidence,7.6,Spain,Value and class,Validated
182095,Interstitial lung disease,Category,Annual incidence,4.63,Greece,Value and class,Validated
182095,Interstitial lung disease,Category,Point prevalence,17.3,Greece,Value and class,Validated
184,Cherubism,Malformation syndrome,Point prevalence,,Worldwide,Class only,Validated
184,Cherubism,Malformation syndrome,Cases/families,300.0,Worldwide,Case(s),Validated
1047,Sideroblastic anemia,Category,Point prevalence,,Worldwide,Class only,Not yet validated
71,Chylomicron retention disease,Disease,Cases/families,55.0,Worldwide,Case(s),Validated
71,Chylomicron retention disease,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
182067,Glial tumor,Clinical group,Annual incidence,5.26,United States,Value and class,Validated
182067,Glial tumor,Clinical group,Point prevalence,26.0,Europe,Value and class,Validated
182067,Glial tumor,Clinical group,Annual incidence,5.7,Greece,Value and class,Validated
182067,Glial tumor,Clinical group,Annual incidence,6.2,Croatia,Value and class,Validated
182067,Glial tumor,Clinical group,Annual incidence,5.35,Europe,Value and class,Validated
1949,Self-limited neonatal epilepsy,Disease,Cases/families,100.0,Worldwide,Family(ies),Validated
1949,Self-limited neonatal epilepsy,Disease,Point prevalence,,Worldwide,Class only,Validated
189,Hidrotic ectodermal dysplasia,Disease,Point prevalence,1.0,Europe,Value and class,Not yet validated
1473,Uveal coloboma-cleft lip and palate-intellectual disability,Malformation syndrome,Cases/families,12.0,Worldwide,Case(s),Validated
1473,Uveal coloboma-cleft lip and palate-intellectual disability,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
820,Sneddon syndrome,Disease,Annual incidence,0.4,Europe,Value and class,Validated
820,Sneddon syndrome,Disease,Point prevalence,,Worldwide,Class only,Not yet validated
182050,MYH9-related disease,Disease,Point prevalence,0.29,Italy,Value and class,Validated
182050,MYH9-related disease,Disease,Point prevalence,0.3,Europe,Value and class,Validated
1945,Self-limited epilepsy with centrotemporal spikes,Disease,Point prevalence,,Worldwide,Class only,Not yet validated
1945,Self-limited epilepsy with centrotemporal spikes,Disease,Annual incidence,20.0,Sweden,Value and class,Validated
709,Peters plus syndrome,Malformation syndrome,Cases/families,100.0,Worldwide,Case(s),Validated
709,Peters plus syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
776,Lujan-Fryns syndrome,Malformation syndrome,Point prevalence,,Worldwide,Class only,Not yet validated
902,Werner syndrome,Disease,Point prevalence,0.5,Europe,Value and class,Validated
902,Werner syndrome,Disease,Point prevalence,0.5,United States,Value and class,Validated
902,Werner syndrome,Disease,Point prevalence,2.0,Japan,Value and class,Validated
902,Werner syndrome,Disease,Point prevalence,2.0,Specific population,Value and class,Validated
20,3-hydroxy-3-methylglutaric aciduria,Disease,Point prevalence,,Worldwide,Class only,Validated
20,3-hydroxy-3-methylglutaric aciduria,Disease,Prevalence at birth,0.8,Portugal,Value and class,Validated
20,3-hydroxy-3-methylglutaric aciduria,Disease,Prevalence at birth,1e-06,United States,Class only,Validated
20,3-hydroxy-3-methylglutaric aciduria,Disease,Prevalence at birth,1e-06,China,Class only,Validated
712,Hemolytic anemia due to glucophosphate isomerase deficiency,Disease,Cases/families,50.0,Worldwide,Case(s),Validated
712,Hemolytic anemia due to glucophosphate isomerase deficiency,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
871,Familial progressive cardiac conduction defect,Disease,Cases/families,50.0,Worldwide,Case(s),Validated
871,Familial progressive cardiac conduction defect,Disease,Point prevalence,,Worldwide,Class only,Validated
1597,Distal deletion 17q syndrome,Malformation syndrome,Point prevalence,,Worldwide,Class only,Not yet validated
1590,Distal deletion 13q syndrome,Malformation syndrome,Cases/families,150.0,Worldwide,Case(s),Validated
1590,Distal deletion 13q syndrome,Malformation syndrome,Point prevalence,,Worldwide,Class only,Validated
1587,Monosomy 13q14 syndrome,Malformation syndrome,Prevalence at birth,,Worldwide,Class only,Validated
1587,Monosomy 13q14 syndrome,Malformation syndrome,Point prevalence,,Worldwide,Class only,Validated
1621,3q13 microdeletion syndrome,Malformation syndrome,Cases/families,42.0,Worldwide,Case(s),Validated
1621,3q13 microdeletion syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
1620,Distal deletion 3p syndrome,Malformation syndrome,Cases/families,34.0,Worldwide,Case(s),Validated
1620,Distal deletion 3p syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
1627,Deletion 5q35 syndrome,Malformation syndrome,Cases/families,10.0,Worldwide,Case(s),Validated
1627,Deletion 5q35 syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
1699,Trisomy 12p syndrome,Malformation syndrome,Cases/families,40.0,Worldwide,Case(s),Validated
1699,Trisomy 12p syndrome,Malformation syndrome,Prevalence at birth,2.0,Worldwide,Value and class,Not yet validated
1699,Trisomy 12p syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
500,Noonan syndrome with multiple lentigines,Malformation syndrome,Cases/families,296.0,Worldwide,Case(s),Validated
500,Noonan syndrome with multiple lentigines,Malformation syndrome,Point prevalence,,Worldwide,Class only,Validated
507,Leishmaniasis,Disease,Point prevalence,0.1,Europe,Value and class,Validated
507,Leishmaniasis,Disease,Annual incidence,25.0,Worldwide,Value and class,Validated
206546,Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,Disease,Point prevalence,,Worldwide,Class only,Not yet validated
233,Duane retraction syndrome,Malformation syndrome,Point prevalence,10.0,Europe,Value and class,Not yet validated
657,Congenital isolated hyperinsulinism,Clinical group,Prevalence at birth,2.24,Czech Republic,Value and class,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Prevalence at birth,5.25,Japan,Value and class,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Prevalence at birth,3.52,United Kingdom,Value and class,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Prevalence at birth,2.0,Netherlands,Value and class,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Prevalence at birth,40.0,Saudi Arabia,Value and class,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Prevalence at birth,3.67,Worldwide,Value and class,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Point prevalence,,Worldwide,Class only,Validated
657,Congenital isolated hyperinsulinism,Clinical group,Point prevalence,23.2,China,Value and class,Validated
2495,Meningioma,Disease,Annual incidence,4.15,Germany,Value and class,Validated
2495,Meningioma,Disease,Point prevalence,,Europe,Class only,Validated
2495,Meningioma,Disease,Annual incidence,8.14,United States,Value and class,Validated
1123,Caudal appendage-deafness syndrome,Malformation syndrome,Cases/families,2.0,Worldwide,Case(s),Validated
1123,Caudal appendage-deafness syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
206564,POMGNT1-related limb-girdle muscular dystrophy R15,Disease,Cases/families,2.0,Worldwide,Case(s),Validated
