ORPHAcode,nombre_enfermedad,tipo_enfermedad,edad_media_inicio,tipo_herencia
319487,Familial papillary or follicular thyroid carcinoma,Disease,['Adult'],['Not applicable']
319504,Combined oxidative phosphorylation defect type 8,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
319509,Combined oxidative phosphorylation defect type 9,Disease,['Infancy'],[]
319514,Combined oxidative phosphorylation defect type 13,Disease,['Infancy'],[]
319519,Combined oxidative phosphorylation defect type 14,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
319524,Combined oxidative phosphorylation defect type 15,Disease,"['Childhood', 'Infancy']",[]
319535,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency,Category,['All ages'],['Autosomal recessive']
319539,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency,Category,['All ages'],['Autosomal recessive']
319543,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency,Category,[],['Autosomal dominant']
319547,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
319552,Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency,Disease,['Childhood'],['Autosomal recessive']
319558,Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
319563,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,Disease,['Childhood'],['Autosomal recessive']
319569,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,Disease,['Infancy'],['Autosomal recessive']
319574,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,Disease,['Infancy'],['Autosomal recessive']
319581,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,Disease,['Adolescent'],['Autosomal dominant']
319589,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,Disease,['Infancy'],['Autosomal dominant']
319595,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,Disease,['Childhood'],['Autosomal dominant']
319600,Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
319605,X-linked mendelian susceptibility to mycobacterial diseases,Disease,"['Adolescent', 'Childhood', 'Infancy']",['X-linked recessive']
319612,X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency,Etiological subtype,"['Adolescent', 'Childhood']",['X-linked recessive']
319623,X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency,Etiological subtype,['Infancy'],['X-linked recessive']
319635,Amyloidosis cutis dyschromia,Disease,['Childhood'],[]
319640,Retinal macular dystrophy type 2,Disease,"['Adolescent', 'Adult']",[]
319646,PGM1-CDG,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
319651,Constitutional megaloblastic anemia with severe neurologic disease,Disease,"['Childhood', 'Infancy']",[]
319671,Alazami syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
319675,"Microcephalic primordial dwarfism, Dauber type",Malformation syndrome,"['Antenatal', 'Neonatal']",[]
319678,Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome,Disease,['Neonatal'],[]
320342,Pure or complex autosomal dominant spastic paraplegia,Clinical group,[],['Autosomal dominant']
320346,Pure or complex autosomal recessive spastic paraplegia,Clinical group,[],['Autosomal recessive']
320355,Autosomal dominant spastic paraplegia type 41,Disease,"['Adolescent', 'Adult']",['Autosomal dominant']
320360,MT-ATP6-related mitochondrial spastic paraplegia,Disease,['Adult'],['Mitochondrial inheritance']
320365,Autosomal dominant spastic paraplegia type 36,Disease,"['Adolescent', 'Adult']",['Autosomal dominant']
320370,Autosomal recessive spastic paraplegia type 43,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
320375,Autosomal recessive spastic paraplegia type 55,Disease,['Childhood'],['Autosomal recessive']
320380,Autosomal recessive spastic paraplegia type 54,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
320385,Hereditary sensory and autonomic neuropathy due to TECPR2 mutation,Disease,['Infancy'],['Autosomal recessive']
320391,Autosomal recessive spastic paraplegia type 46,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
320396,Autosomal recessive spastic paraplegia type 45,Disease,['Infancy'],['Autosomal recessive']
320401,Autosomal recessive spastic paraplegia type 44,Disease,"['Adolescent', 'Adult']",['Autosomal recessive']
320406,Spastic paraplegia-optic atrophy-neuropathy syndrome,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
320411,Autosomal recessive spastic paraplegia type 56,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
324262,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
324290,Early-onset Lafora body disease,Disease,['Childhood'],['Autosomal recessive']
324294,T-cell immunodeficiency with epidermodysplasia verruciformis,Disease,['Childhood'],['Autosomal recessive']
324299,Multiple paragangliomas associated with polycythemia,Disease,['Childhood'],['Not applicable']
324307,Severe lateral tibial bowing-short stature-mild winged scapula-mild facial dysmorphism syndrome,Malformation syndrome,['Childhood'],['Unknown']
324313,9p13 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
324321,Sinoatrial node dysfunction and deafness,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
324353,Congenital achiasma,Morphological anomaly,"['Infancy', 'Neonatal']",[]
324364,Mixed sclerosing bone dystrophy with extra-skeletal manifestations,Disease,['Neonatal'],[]
324381,Hereditary inclusion body myopathy type 4,Disease,['Adult'],['Autosomal dominant']
324410,X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
324416,Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
324422,ALG13-CDG,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
324442,Autosomal recessive axonal neuropathy with neuromyotonia,Disease,['Childhood'],['Autosomal recessive']
324525,Hypertrophic cardiomyopathy with kidney anomalies due to mitochondrial DNA mutation,Disease,"['Infancy', 'Neonatal']",['No data available']
324530,Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
324535,Combined oxidative phosphorylation defect type 11,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
324540,Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
324561,Hypopigmentation-punctate palmoplantar keratoderma syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
324569,Pontocerebellar hypoplasia type 8,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
324575,Hyperinsulinism due to HNF1A deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
324581,Benign Samaritan congenital myopathy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
324585,Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain,Disease,['All ages'],['Autosomal dominant']
324588,Familial dyskinesia and facial myokymia,Disease,['Childhood'],['Autosomal dominant']
324601,X-linked cleft palate and ankyloglossia,Malformation syndrome,"['Infancy', 'Neonatal']","['X-linked dominant', 'X-linked recessive']"
324604,Classic multiminicore myopathy,Clinical subtype,"['Infancy', 'Neonatal']",[]
324611,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly', 'Infancy']",['Autosomal dominant']
324625,Chikungunya,Disease,['All ages'],['Not applicable']
324632,Hendra virus infection,Disease,['All ages'],[]
324636,Autoerythrocyte sensitization syndrome,Disease,['Adult'],[]
324648,Invasive non-typhoidal salmonellosis,Disease,['All ages'],[]
324703,ABetaL34V amyloidosis,Clinical subtype,"['Adult', 'Elderly']",['Autosomal dominant']
324708,"ABeta amyloidosis, Iowa type",Clinical subtype,['Elderly'],['Autosomal dominant']
324713,"ABeta amyloidosis, Italian type",Clinical subtype,"['Adult', 'Elderly']",['Autosomal dominant']
324718,ABetaA21G amyloidosis,Clinical subtype,['Adult'],['Autosomal dominant']
324723,"ABeta amyloidosis, Arctic type",Clinical subtype,"['Adult', 'Elderly']",['Autosomal dominant']
324737,SRD5A3-CDG,Disease,"['Infancy', 'Neonatal']",[]
324936,Unclassified autoinflammatory syndrome,Category,"['Antenatal', 'Infancy', 'Neonatal']",[]
324964,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,Disease,"['Adolescent', 'Childhood']",['Not applicable']
324972,MAGIC syndrome,Disease,"['Adolescent', 'Adult', 'Childhood']",[]
324977,Proteasome-associated autoinflammatory syndrome,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
325124,Testicular agenesis,Morphological anomaly,['Neonatal'],[]
325345,"46,XY ovotesticular difference of sex development",Disease,"['Antenatal', 'Neonatal']",[]
329173,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
329178,Congenital muscular dystrophy with intellectual disability and severe epilepsy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
329191,Tall stature-long halluces-multiple extra-epiphyses syndrome,Disease,['Childhood'],['Autosomal dominant']
329195,Developmental delay with autism spectrum disorder and gait instability,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
329211,Autosomal dominant neovascular inflammatory vitreoretinopathy,Disease,['All ages'],['Autosomal dominant']
329217,Cerebral sinovenous thrombosis,Disease,['All ages'],[]
329224,Schuurs-Hoeijmakers syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
329228,Microcephalic primordial dwarfism due to ZNF335 deficiency,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
329235,X-linked central congenital hypothyroidism with late-onset testicular enlargement,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
329242,Congenital chronic diarrhea with protein-losing enteropathy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
329249,Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,Etiological subtype,['Childhood'],['Autosomal dominant']
329258,Autosomal dominant Charcot-Marie-Tooth disease type 2Q,Disease,"['Adolescent', 'Adult']",['Autosomal dominant']
329284,Beta-propeller protein-associated neurodegeneration,Disease,['Childhood'],[]
329308,Fatty acid hydroxylase-associated neurodegeneration,Disease,"['Adolescent', 'Childhood']",[]
329314,Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency,Disease,['Adult'],['Autosomal recessive']
329319,Thrombocythemia with distal limb defects,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
329324,Inverse Klippel-Trénaunay syndrome,Disease,"['Infancy', 'Neonatal']",['Unknown']
329329,Autosomal recessive frontotemporal pachygyria,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
329332,Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
329336,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy,Disease,['Adult'],"['Autosomal dominant', 'Mitochondrial inheritance']"
329457,Distal arthrogryposis type 5D,Disease,['Neonatal'],['Autosomal recessive']
329466,"Autosomal dominant focal dystonia, DYT25 type",Disease,['Adult'],['Autosomal dominant']
329469,Acute megakaryoblastic leukemia in children without Down syndrome,Clinical subtype,['Childhood'],['Not applicable']
329475,Spastic paraplegia-Paget disease of bone syndrome,Disease,['Adult'],['Autosomal dominant']
329478,Adult-onset distal myopathy due to VCP mutation,Disease,['Adult'],['Autosomal dominant']
329481,Lipoprotein glomerulopathy,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Autosomal dominant']
329802,5p13 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
329813,Mosaic genome-wide paternal uniparental disomy syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
329874,Idiopathic giant cell myocarditis,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",[]
329883,Non-hypoproteinemic hypertrophic gastropathy,Disease,['No data available'],['Autosomal dominant']
329894,Juvenile overlap myositis,Disease,"['Adolescent', 'Childhood']",[]
329903,Immunoglobulin-mediated membranoproliferative glomerulonephritis,Clinical subtype,[],"['Multigenic/multifactorial', 'Unknown']"
329918,C3 glomerulopathy,Clinical subtype,['All ages'],['Multigenic/multifactorial']
329942,Transient neonatal multiple acyl-CoA dehydrogenase deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
329967,Intermittent hydrarthrosis,Disease,['Adult'],[]
329971,Generalized juvenile polyposis/juvenile polyposis coli,Clinical subtype,['All ages'],['Autosomal dominant']
329977,Classic neuroendocrine tumor of appendix,Clinical subtype,['All ages'],['Not applicable']
329984,Goblet cell carcinoma,Clinical subtype,['Adult'],['Not applicable']
330001,Wild type ATTR amyloidosis,Disease,"['Adult', 'Elderly']",['Not applicable']
330012,High altitude pulmonary edema,Particular clinical situation in a disease or syndrome,['All ages'],[]
330015,Lead poisoning,Disease,['All ages'],['Not applicable']
330021,Mercury poisoning,Disease,['All ages'],['Not applicable']
330029,Hypotrichosis-deafness syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
330032,Hemoglobin Lepore-beta-thalassemia syndrome,Disease,['No data available'],['Autosomal recessive']
330041,Hemoglobin M disease,Disease,['No data available'],['Autosomal dominant']
330050,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect,Etiological subtype,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
330054,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
330058,Hydroa vacciniforme,Disease,['Childhood'],['Not applicable']
330061,Actinic prurigo,Disease,['Childhood'],"['Multigenic/multifactorial', 'Not applicable']"
330064,Chronic actinic dermatitis,Disease,['Adult'],['Not applicable']
331176,Severe congenital neutropenia due to G6PC3 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
331187,Immunodeficiency due to MASP-2 deficiency,Disease,['Adolescent'],[]
331190,Immunodeficiency due to ficolin3 deficiency,Disease,['Childhood'],[]
331206,Severe combined immunodeficiency due to complete RAG1/2 deficiency,Disease,['Infancy'],['Autosomal recessive']
331226,Susceptibility to infection due to TYK2 deficiency,Disease,['Infancy'],['Autosomal recessive']
331235,Selective IgM deficiency,Disease,['All ages'],[]
352328,MEGDEL syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352333,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352403,Spectrin-associated autosomal recessive cerebellar ataxia,Disease,['Infancy'],['Autosomal recessive']
352447,Progressive external ophthalmoplegia-myopathy-emaciation syndrome,Disease,['All ages'],['Autosomal recessive']
352470,DNA2-related mitochondrial DNA deletion syndrome,Disease,['All ages'],['Autosomal dominant']
352479,ISPD-related limb-girdle muscular dystrophy R20,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
352490,Autism spectrum disorder due to AUTS2 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
352530,Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352540,Oncogenic osteomalacia,Disease,['All ages'],['Not applicable']
352563,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352577,Bainbridge-Ropers syndrome,Disease,"['Antenatal', 'Infancy', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
352582,Familial infantile myoclonic epilepsy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352587,Focal epilepsy-intellectual disability-cerebro-cerebellar malformation,Disease,['Infancy'],['Autosomal recessive']
352596,Progressive myoclonic epilepsy with dystonia,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352629,16q24.1 microdeletion syndrome,Disease,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
352636,Phalangeal microgeodic syndrome,Disease,['Childhood'],['Not applicable']
352641,Autosomal recessive cerebellar ataxia with late-onset spasticity,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
352649,Brain dopamine-serotonin vesicular transport disease,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352654,Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,Disease,['Childhood'],['Autosomal recessive']
352657,Hereditary benign intraepithelial dyskeratosis,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
352662,Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome,Disease,['All ages'],['Autosomal dominant']
352665,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to 9q21.3 microdeletion,Etiological subtype,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
352670,Autosomal dominant intermediate Charcot-Marie-Tooth disease type F,Disease,['All ages'],['Autosomal dominant']
352675,X-linked Charcot-Marie-Tooth disease type 6,Disease,['Childhood'],['X-linked dominant']
352682,Cobblestone lissencephaly without muscular or ocular involvement,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
352712,Facial dysmorphism-immunodeficiency-livedo-short stature syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352718,Progressive retinal dystrophy due to retinol transport defect,Disease,['Childhood'],['Autosomal recessive']
352723,Attenuated Chédiak-Higashi syndrome,Disease,['Childhood'],['Autosomal recessive']
352731,Oculocutaneous albinism type 1,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
352734,Minimal pigment oculocutaneous albinism type 1,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
352737,Temperature-sensitive oculocutaneous albinism type 1,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
352745,Oculocutaneous albinism type 7,Disease,['Neonatal'],['Autosomal recessive']
352763,Scleredema,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Not applicable']
353217,Epileptic encephalopathy with global cerebral demyelination,Disease,[],['Autosomal recessive']
353220,Familial primary localized cutaneous amyloidosis,Disease,['All ages'],['Autosomal dominant']
353253,Burning mouth syndrome,Disease,['Adult'],[]
353277,Rubinstein-Taybi syndrome due to CREBBP mutations,Etiological subtype,"['Antenatal', 'Neonatal']",[]
353281,Rubinstein-Taybi syndrome due to 16p13.3 microdeletion,Etiological subtype,"['Antenatal', 'Neonatal']",['Not applicable']
353284,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,Etiological subtype,['Neonatal'],[]
353298,Roifman syndrome,Disease,"['Antenatal', 'Neonatal']",['Autosomal recessive']
353308,"Pyruvate carboxylase deficiency, infantile type",Clinical subtype,['Infancy'],['Autosomal recessive']
353314,"Pyruvate carboxylase deficiency, severe neonatal type",Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
353320,"Pyruvate carboxylase deficiency, benign type",Clinical subtype,['Infancy'],['Autosomal recessive']
353327,Congenital myasthenic syndromes with glycosylation defect,Etiological subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
353334,Congenital retinal arteriovenous communication,Morphological anomaly,"['Infancy', 'Neonatal']",[]
356947,3q26q27 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Not applicable']
356961,SLC35A2-CDG,Disease,"['Infancy', 'Neonatal']",['Unknown']
356978,"D,L-2-hydroxyglutaric aciduria",Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
356996,ANK3-related intellectual disability-sleep disturbance syndrome,Disease,['Childhood'],['Autosomal recessive']
357001,19p13.13 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Unknown']
357008,Hemolytic uremic syndrome with DGKE deficiency,Disease,['Infancy'],"['Autosomal recessive', 'Not applicable']"
357027,Hereditary retinoblastoma,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
357034,Non-hereditary retinoblastoma,Clinical subtype,"['Infancy', 'Neonatal']",['Not applicable']
357043,Amyotrophic lateral sclerosis type 4,Disease,"['Adolescent', 'Childhood']",['Autosomal dominant']
357058,Autosomal recessive cutis laxa type 2A,Disease,['Neonatal'],['Autosomal recessive']
357064,Autosomal recessive cutis laxa type 2B,Disease,[],['Autosomal recessive']
357074,"Autosomal recessive cutis laxa type 2, classic type",Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
357154,Oral submucous fibrosis,Disease,['All ages'],[]
357158,Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome,Disease,"['Infancy', 'Neonatal']",[]
357175,Short ulna-dysmorphism-hypotonia-intellectual disability syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
357225,Primary non-essential cutis verticis gyrata,Disease,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",[]
357237,Combined immunodeficiency due to CARD11 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
357329,Combined immunodeficiency due to IL21R deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
357332,Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
357502,Idiopathic nephrotic syndrome,Clinical group,['All ages'],[]
363396,High myopia-sensorineural deafness syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363400,Severe neurodegenerative syndrome with lipodystrophy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363409,Fetal akinesia-cerebral and retinal hemorrhage syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363412,Hypomyelination with brain stem and spinal cord involvement and leg spasticity,Disease,"['Adolescent', 'Infancy', 'Neonatal']",['Autosomal recessive']
363417,Temtamy preaxial brachydactyly syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
363424,Multiple mitochondrial dysfunctions syndrome type 3,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363429,Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
363444,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
363447,Autosomal dominant childhood-onset proximal spinal muscular atrophy,Disease,"['Adolescent', 'Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
363454,BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy,Etiological subtype,"['Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
363478,Paratesticular adenocarcinoma,Disease,['Adult'],[]
363483,Testicular teratoma,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",[]
363489,Sex cord-stromal tumor of testis,Disease,"['Adolescent', 'Adult']",[]
363494,Non-seminomatous germ cell tumor of testis,Disease,['Adult'],['Not applicable']
363523,Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363528,Intellectual disability-strabismus syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363534,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form",Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363540,Leukoencephalopathy with mild cerebellar ataxia and white matter edema,Disease,['All ages'],['Autosomal recessive']
363549,Acute encephalopathy with biphasic seizures and late reduced diffusion,Disease,"['Infancy', 'Neonatal']",[]
363558,New-onset refractory status epilepticus,Disease,['Adult'],[]
363567,Acute encephalopathy with inflammation-mediated status epilepticus,Clinical group,['All ages'],[]
363611,CTCF-related neurodevelopmental disorder,Disease,"['Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
363618,LMNA-related cardiocutaneous progeria syndrome,Disease,['Childhood'],['Autosomal dominant']
363623,GMPPB-related limb-girdle muscular dystrophy R19,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
363649,Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome,Disease,['Childhood'],['Autosomal dominant']
363654,X-linked parkinsonism-spasticity syndrome,Disease,"['Adolescent', 'Adult']",['X-linked recessive']
363659,20q11.2 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",[]
363665,Acroosteolysis-keloid-like lesions-premature aging syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
363677,Childhood-onset autosomal recessive myopathy with external ophthalmoplegia,Disease,['Childhood'],['Autosomal recessive']
363680,2p13.2 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
363686,Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
363694,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363700,Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion,Etiological subtype,"['Infancy', 'Neonatal']",[]
363705,Craniofaciofrontodigital syndrome,Disease,['Neonatal'],['Unknown']
363710,Spinocerebellar ataxia type 37,Disease,['Adult'],['Autosomal dominant']
363717,Alexander disease type I,Clinical subtype,"['Infancy', 'Neonatal']",['Not applicable']
363722,Alexander disease type II,Clinical subtype,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
363727,X-linked dyserythropoietic anemia with abnormal platelets and neutropenia,Disease,['All ages'],['X-linked recessive']
363741,Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
363746,Balint syndrome,Disease,['All ages'],['Not applicable']
363958,17q21.31 microdeletion syndrome,Etiological subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
363965,Koolen-De Vries syndrome due to a point mutation,Etiological subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
363969,Autosomal recessive cerebral atrophy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
363976,Giant cell tumor of bone,Disease,['Adult'],['Not applicable']
363981,Charcot-Marie-Tooth disease type 4B3,Disease,['Childhood'],['Autosomal recessive']
363989,Familial benign flecked retina,Disease,[],['Autosomal recessive']
363992,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
363999,Non-immune hydrops fetalis,Clinical subtype,"['Antenatal', 'Neonatal']",['Not applicable']
364013,Immune hydrops fetalis,Clinical subtype,"['Antenatal', 'Neonatal']",['Not applicable']
364028,X-linked intellectual disability due to GRIA3 mutations,Disease,['Infancy'],['X-linked recessive']
364033,Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood,Disease,['Childhood'],['Not applicable']
364039,Hydroa vacciniforme-like lymphoma,Disease,"['Adult', 'Childhood']",['Not applicable']
364043,ALK-positive large B-cell lymphoma,Disease,[],"['Multigenic/multifactorial', 'Not applicable']"
364055,Severe early-childhood-onset retinal dystrophy,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
