ORPHAcode,simbolo_gen,nombre_gen
2318,CEP290,centrosomal protein 290
2318,TMEM138,transmembrane protein 138
2318,ZNF423,zinc finger protein 423
2319,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2
2322,KDM6A,lysine demethylase 6A
2322,KMT2D,lysine methyltransferase 2D
2323,TBCE,tubulin folding cofactor E
2332,ANKRD11,ankyrin repeat domain containing 11
2334,PAX6,paired box 6
2337,AQP5,aquaporin 5
2340,SAT1,spermidine/spermine N1-acetyltransferase 1
2340,LRP1,LDL receptor related protein 1
2340,MBTPS2,"membrane bound transcription factor peptidase, site 2"
2342,CTSC,cathepsin C
2345,GDF3,growth differentiation factor 3
2345,GDF6,growth differentiation factor 6
2345,MEOX1,mesenchyme homeobox 1
2348,LMNA,lamin A/C
2353,PTCH1,patched 1
2363,FGFR3,fibroblast growth factor receptor 3
2363,FGFR2,fibroblast growth factor receptor 2
2363,FGF10,fibroblast growth factor 10
2377,PNPLA6,patatin like phospholipase domain containing 6
2378,LMBR1,limb development membrane protein 1
2379,RAB39B,"RAB39B, member RAS oncogene family"
2380,COL2A1,collagen type II alpha 1 chain
2382,CACNA1A,calcium voltage-gated channel subunit alpha1 A
2382,DNM1,dynamin 1
2382,CACNA1A,calcium voltage-gated channel subunit alpha1 A
2382,SCN1A,sodium voltage-gated channel alpha subunit 1
2382,CHD2,chromodomain helicase DNA binding protein 2
2382,MAPK10,mitogen-activated protein kinase 10
2382,CUX2,cut like homeobox 2
2382,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3
2387,PLCD1,phospholipase C delta 1
2388,VPS13A,vacuolar protein sorting 13 homolog A
2394,DLD,dihydrolipoamide dehydrogenase
2396,KRAS,"KRAS proto-oncogene, GTPase"
2396,FGFR1,fibroblast growth factor receptor 1
2398,MFN2,mitofusin 2
2407,LAMA3,laminin subunit alpha 3
2438,HOXA13,homeobox A13
2440,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
2440,DLX6,distal-less homeobox 6
2440,DLX5,distal-less homeobox 5
2440,WNT10B,Wnt family member 10B
2440,SEM1,SEM1 26S proteasome subunit
2440,TP63,tumor protein p63
2440,FBXW4,F-box and WD repeat domain containing 4
2440,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase
2451,TEK,TEK receptor tyrosine kinase
2460,SCARF2,scavenger receptor class F member 2
2461,PIEZO2,piezo type mechanosensitive ion channel component 2
2462,SKI,SKI proto-oncogene
2462,FBN1,fibrillin 1
2466,L1CAM,L1 cell adhesion molecule
2470,STRA6,signaling receptor and transporter of retinol STRA6
2470,WNT7B,Wnt family member 7B
2470,RARB,retinoic acid receptor beta
2473,MKKS,MKKS centrosomal shuttling protein
2478,MLC1,modulator of VRAC current 1
2478,HEPACAM,hepatic and glial cell adhesion molecule
2484,FLNA,filamin A
2495,SUFU,SUFU negative regulator of hedgehog signaling
2495,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
2495,BAP1,BRCA1 associated deubiquitinase 1
2495,SMO,"smoothened, frizzled class receptor"
2495,TERT,telomerase reverse transcriptase
2495,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
2495,TRAF7,TNF receptor associated factor 7
2495,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor"
2495,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
2495,BAP1,BRCA1 associated deubiquitinase 1
2495,AKT1,AKT serine/threonine kinase 1
2495,PDGFB,platelet derived growth factor subunit B
2498,FGF16,fibroblast growth factor 16
2499,PTPN11,protein tyrosine phosphatase non-receptor type 11
2500,COL3A1,collagen type III alpha 1 chain
2501,MMP13,matrix metallopeptidase 13
2504,RUNX2,RUNX family transcription factor 2
2505,TUBB,tubulin beta class I
2505,MAPRE2,microtubule associated protein RP/EB family member 2
2508,ARX,aristaless related homeobox
2510,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1
2510,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2
2510,RAB18,"RAB18, member RAS oncogene family"
2510,TBC1D20,TBC1 domain family member 20
2512,STIL,STIL centriolar assembly protein
2512,CDK6,cyclin dependent kinase 6
2512,SARS1,seryl-tRNA synthetase 1
2512,COPB2,COPI coat complex subunit beta 2
2512,ANKLE2,ankyrin repeat and LEM domain containing 2
2512,NUP37,nucleoporin 37
2512,MFSD2A,"MFSD2 lysolipid transporter A, lysophospholipid"
2512,CIT,citron rho-interacting serine/threonine kinase
2512,KIF14,kinesin family member 14
2512,TRAPPC14,trafficking protein particle complex subunit 14
2512,WARS1,tryptophanyl-tRNA synthetase 1
2512,PYCR2,pyrroline-5-carboxylate reductase 2
2512,CEP63,centrosomal protein 63
2512,KNL1,kinetochore scaffold 1
2512,PHC1,polyhomeotic homolog 1
2512,MCM7,minichromosome maintenance complex component 7
2512,CENPE,centromere protein E
2512,CEP152,centrosomal protein 152
2512,SASS6,SAS-6 centriolar assembly protein
2512,CENPJ,centromere protein J
2512,ASPM,assembly factor for spindle microtubules
2512,CDK5RAP2,CDK5 regulatory subunit associated protein 2
2512,CEP135,centrosomal protein 135
2512,TRAPPC10,trafficking protein particle complex subunit 10
2512,WDR62,WD repeat domain 62
2512,METTL5,"methyltransferase 5, N6-adenosine"
2512,NCAPD3,non-SMC condensin II complex subunit D3
2512,MCPH1,microcephalin 1
2512,TAF13,TATA-box binding protein associated factor 13
2514,DPP6,dipeptidyl peptidase like 6
2514,LMNB1,lamin B1
2518,TUBGCP6,tubulin gamma complex component 6
2518,TUBGCP4,tubulin gamma complex component 4
2518,PLK4,polo like kinase 4
2524,TSEN15,tRNA splicing endonuclease subunit 15
2524,TSEN2,tRNA splicing endonuclease subunit 2
2524,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
2524,TSEN54,tRNA splicing endonuclease subunit 54
2524,TSEN34,tRNA splicing endonuclease subunit 34
2526,KIF11,kinesin family member 11
2554,CDC6,cell division cycle 6
2554,GMNN,geminin DNA replication inhibitor
2554,ORC6,origin recognition complex subunit 6
2554,ORC4,origin recognition complex subunit 4
2554,CDC45,cell division cycle 45
2554,CDT1,chromatin licensing and DNA replication factor 1
2554,ORC1,origin recognition complex subunit 1
2556,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11
2556,HCCS,holocytochrome c synthase
2556,COX7B,cytochrome c oxidase subunit 7B
2570,GPKOW,G-patch domain and KOW motifs
2573,ACTA2,"actin alpha 2, smooth muscle"
2573,RNF213,ring finger protein 213
2573,DIAPH1,diaphanous related formin 1
2576,TRIM37,tripartite motif containing 37
2578,HNF1B,HNF1 homeobox B
2578,WNT4,Wnt family member 4
2584,CD28,CD28 molecule
2584,TNFRSF1B,TNF receptor superfamily member 1B
2584,CTLA4,cytotoxic T-lymphocyte associated protein 4
2585,SAMD9L,sterile alpha motif domain containing 9 like
2587,MPO,myeloperoxidase
2588,SMAD4,SMAD family member 4
2590,ASAH1,N-acylsphingosine amidohydrolase 1
2591,NOTCH3,notch receptor 3
2591,PDGFRB,platelet derived growth factor receptor beta
2593,STIM1,stromal interaction molecule 1
2593,ORAI1,ORAI calcium release-activated calcium modulator 1
2593,CASQ1,calsequestrin 1
2596,MT-TE,mitochondrially encoded tRNA-Glu (GAA/G)
2598,PUS1,pseudouridine synthase 1
2598,YARS2,tyrosyl-tRNA synthetase 2
2604,ACTG2,"actin gamma 2, smooth muscle"
2609,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1
2609,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3
2609,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2
2609,TMEM126B,transmembrane protein 126B
2609,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1
2609,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1
2609,FOXRED1,FAD dependent oxidoreductase domain containing 1
2609,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8
2609,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10
2609,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1
2609,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4
2609,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial"
2609,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4
2609,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6
2609,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11
2609,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3
2609,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11
2609,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2
2609,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1
2609,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
2609,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9
2609,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2
2609,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6
2609,NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5
2609,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
2609,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1
2609,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8
2609,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7
2609,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3
2612,KRAS,"KRAS proto-oncogene, GTPase"
2612,HRAS,"HRas proto-oncogene, GTPase"
2612,NRAS,"NRAS proto-oncogene, GTPase"
2613,LMX1B,LIM homeobox transcription factor 1 beta
2614,LMX1B,LIM homeobox transcription factor 1 beta
2616,CUL7,cullin 7
2616,OBSL1,obscurin like cytoskeletal adaptor 1
2616,CCDC8,coiled-coil domain containing 8
2623,ADAMTSL2,ADAMTS like 2
2623,LTBP3,latent transforming growth factor beta binding protein 3
2623,FBN1,fibrillin 1
2632,SHOX,SHOX homeobox
2635,TRPV4,transient receptor potential cation channel subfamily V member 4
2636,RNU4ATAC,"RNA, U4atac small nuclear"
2637,PCNT,pericentrin
2639,BMPR1B,bone morphogenetic protein receptor type 1B
2639,GDF5,growth differentiation factor 5
2645,FGFR1,fibroblast growth factor receptor 1
2658,PTDSS1,phosphatidylserine synthase 1
2662,GPC4,glypican 4
2665,NTRK3,neurotrophic receptor tyrosine kinase 3
2665,ETV6,ETS variant transcription factor 6
2670,LAMB2,laminin subunit beta 2
2680,CNTNAP1,contactin associated protein 1
2680,LGI4,leucine rich repeat LGI family member 4
2680,ADCY6,adenylate cyclase 6
2686,ELANE,"elastase, neutrophil expressed"
2697,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
2697,VPS33B,VPS33B late endosome and lysosome associated
2698,GJB2,gap junction protein beta 2
2701,PPP1CB,protein phosphatase 1 catalytic subunit beta
2701,SHOC2,SHOC2 leucine rich repeat scaffold protein
2704,LRIG2,leucine rich repeats and immunoglobulin like domains 2
2704,HPSE2,heparanase 2 (inactive)
2707,UBE3B,ubiquitin protein ligase E3B
2710,GJA1,gap junction protein alpha 1
2712,BCOR,BCL6 corepressor
2717,FREM1,FRAS1 related extracellular matrix 1
2721,WNT10A,Wnt family member 10A
2728,MED12,mediator complex subunit 12
2744,ROBO3,roundabout guidance receptor 3
2744,DCC,DCC netrin 1 receptor
2745,MID1,midline 1
2746,INPPL1,inositol polyphosphate phosphatase like 1
2750,OFD1,OFD1 centriole and centriolar satellite protein
2751,NEK1,NIMA related kinase 1
2753,TCTN3,tectonic family member 3
2754,OFD1,OFD1 centriole and centriolar satellite protein
2754,TMEM216,transmembrane protein 216
2754,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1
2754,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"
2754,TMEM231,transmembrane protein 231
2754,KIF7,kinesin family member 7
2754,FAM149B1,family with sequence similarity 149 member B1
2754,TCTN3,tectonic family member 3
2754,KIAA0753,KIAA0753
2754,PDE6D,phosphodiesterase 6D
2762,GNAS,GNAS complex locus
2763,FAM111A,FAM111 trypsin like peptidase A
2770,TYROBP,transmembrane immune signaling adaptor TYROBP
2770,TREM2,triggering receptor expressed on myeloid cells 2
2771,FKBP10,FKBP prolyl isomerase 10
2771,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
2774,MAFB,MAF bZIP transcription factor B
2780,AMER1,APC membrane recruitment protein 1
2783,LRP5,LDL receptor related protein 5
2785,CA2,carbonic anhydrase 2
2788,LRP5,LDL receptor related protein 5
2789,NOTCH3,notch receptor 3
2790,LRP5,LDL receptor related protein 5
2791,FGF3,fibroblast growth factor 3
2792,PAX1,paired box 1
2792,EYA1,EYA transcriptional coactivator and phosphatase 1
2796,SLCO2A1,solute carrier organic anion transporter family member 2A1
2796,HPGD,15-hydroxyprostaglandin dehydrogenase
2801,TNFRSF11A,TNF receptor superfamily member 11a
2801,TNFRSF11B,TNF receptor superfamily member 11b
2802,ABCB7,ATP binding cassette subfamily B member 7
2805,PTF1A,pancreas associated transcription factor 1a
2805,PDX1,pancreatic and duodenal homeobox 1
2807,TP53,tumor protein p53
2822,SPG11,"SPG11 vesicle trafficking associated, spatacsin"
2828,SYNJ1,synaptojanin 1
2828,UCHL1,ubiquitin C-terminal hydrolase L1
2828,LRRK2,leucine rich repeat kinase 2
2828,PARK7,Parkinsonism associated deglycase
2828,PINK1,PTEN induced kinase 1
2828,PRKN,parkin RBR E3 ubiquitin protein ligase
2828,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6
2828,PODXL,podocalyxin like
2828,SNCA,synuclein alpha
2828,VPS13C,vacuolar protein sorting 13 homolog C
2828,HTRA2,HtrA serine peptidase 2
2833,FBN1,fibrillin 1
2834,ATP6V0A2,ATPase H+ transporting V0 subunit a2
2836,ZNHIT3,zinc finger HIT-type containing 3
2841,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
2843,DCXR,dicarbonyl and L-xylulose reductase
2848,PRG4,proteoglycan 4
2849,DIS3L2,DIS3 like 3'-5' exoribonuclease 2
2850,AHSG,alpha 2-HS glycoprotein
2850,ITGB6,integrin subunit beta 6
2850,LSS,lanosterol synthase
2854,WNT7A,Wnt family member 7A
2856,AMH,anti-Mullerian hormone
2856,AMHR2,anti-Mullerian hormone receptor type 2
2869,STK11,serine/threonine kinase 11
2874,HRAS,"HRas proto-oncogene, GTPase"
2879,WNT7A,Wnt family member 7A
2880,PCK1,phosphoenolpyruvate carboxykinase 1
2880,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial"
2882,ABCG8,ATP binding cassette subfamily G member 8
2882,ABCG5,ATP binding cassette subfamily G member 5
2884,SNAI2,snail family transcriptional repressor 2
2884,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
2886,RBM10,RNA binding motif protein 10
2896,TCF4,transcription factor 4
2896,TCF4,transcription factor 4
2897,CARD14,caspase recruitment domain family member 14
2899,LTBP3,latent transforming growth factor beta binding protein 3
2901,SEPTIN9,septin 9
2903,FLCN,folliculin
2908,FERMT1,FERM domain containing kindlin 1
2919,DDX59,DEAD-box helicase 59
2924,SEC63,"SEC63 homolog, protein translocation regulator"
2924,PRKCSH,PRKCSH beta subunit of glucosidase II
2924,LRP5,LDL receptor related protein 5
2953,CHST14,carbohydrate sulfotransferase 14
2953,DSE,dermatan sulfate epimerase
2957,HOXA13,homeobox A13
2963,SLC25A24,solute carrier family 25 member 24
2965,MEN1,menin 1
2965,AIP,aryl hydrocarbon receptor interacting protein
2965,CDH23,cadherin related 23
2966,CFP,complement factor properdin
2969,PTEN,phosphatase and tensin homolog
2970,CHRM3,cholinergic receptor muscarinic 3
2971,ACOX1,acyl-CoA oxidase 1
2990,CHRNG,cholinergic receptor nicotinic gamma subunit
2990,MYH3,myosin heavy chain 3
2995,ACTB,actin beta
2995,ACTG1,actin gamma 1
3000,LHCGR,luteinizing hormone/choriogonadotropin receptor
3002,FCGR2C,Fc gamma receptor IIc (gene/pseudogene)
3005,SFRP4,secreted frizzled related protein 4
3006,PLPBP,pyridoxal phosphate binding protein
3006,ALDH7A1,aldehyde dehydrogenase 7 family member A1
3019,ELMO2,engulfment and cell motility 2
3021,RECQL4,RecQ like helicase 4
3027,VANGL1,VANGL planar cell polarity protein 1
3027,FUZ,fuzzy planar cell polarity protein
3032,NPHP3,nephrocystin 3
3042,ZBTB20,zinc finger and BTB domain containing 20
3047,KAT6B,lysine acetyltransferase 6B
3051,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
3057,MAOA,monoamine oxidase A
3063,SMS,spermine synthase
3071,HRAS,"HRas proto-oncogene, GTPase"
3077,MECP2,methyl-CpG binding protein 2
3086,BEST1,bestrophin 1
3088,TINF2,TERF1 interacting nuclear factor 2
3095,GABBR2,gamma-aminobutyric acid type B receptor subunit 2
3095,MECP2,methyl-CpG binding protein 2
3095,CDKL5,cyclin dependent kinase like 5
3095,NTNG1,netrin G1
3095,SMC1A,structural maintenance of chromosomes 1A
3097,WT1,WT1 transcription factor
3102,EIF4A3,eukaryotic translation initiation factor 4A3
3103,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2
3107,WNT5A,Wnt family member 5A
3107,FZD2,frizzled class receptor 2
3107,DVL1,dishevelled segment polarity protein 1
3107,DVL3,dishevelled segment polarity protein 3
3111,SLCO1B3,solute carrier organic anion transporter family member 1B3
3111,SLCO1B1,solute carrier organic anion transporter family member 1B1
3115,MPZ,myelin protein zero
3115,PMP22,peripheral myelin protein 22
3124,AASS,aminoadipate-semialdehyde synthase
3129,SARDH,sarcosine dehydrogenase
3138,TBX3,T-box transcription factor 3
3144,SLC35D1,solute carrier family 35 member D1
3144,INPPL1,inositol polyphosphate phosphatase like 1
3152,LRP4,LDL receptor related protein 4
3152,SOST,sclerostin
3156,CEP164,centrosomal protein 164
3156,CEP290,centrosomal protein 290
3156,NPHP1,nephrocystin 1
3156,NPHP4,nephrocystin 4
3156,WDR19,WD repeat domain 19
3156,TRAF3IP1,TRAF3 interacting protein 1
3156,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8
3156,NPHP3,nephrocystin 3
3156,INVS,inversin
3156,IQCB1,IQ motif containing B1
3157,ARNT2,aryl hydrocarbon receptor nuclear translocator 2
3157,PROKR2,prokineticin receptor 2
3157,HESX1,HESX homeobox 1
3157,SOX2,SRY-box transcription factor 2
3157,SOX3,SRY-box transcription factor 3
3157,OTX2,orthodenticle homeobox 2
3157,FGFR1,fibroblast growth factor receptor 1
3162,CTLA4,cytotoxic T-lymphocyte associated protein 4
3162,TNFRSF1B,TNF receptor superfamily member 1B
3162,CD28,CD28 molecule
3163,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
3166,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
3175,ARX,aristaless related homeobox
3193,ELN,elastin
3197,GLRB,glycine receptor beta
3197,SLC6A5,solute carrier family 6 member 5
3197,GLRA1,glycine receptor alpha 1
3197,ATAD1,ATPase family AAA domain containing 1
3197,GPHN,gephyrin
3202,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group)
3202,KCNN4,potassium calcium-activated channel subfamily N member 4
3202,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
3203,RHAG,Rh associated glycoprotein
3204,STIM1,stromal interaction molecule 1
3204,ORAI1,ORAI calcium release-activated calcium modulator 1
3205,GNAQ,G protein subunit alpha q
3206,LIFR,LIF receptor subunit alpha
3208,SDHD,succinate dehydrogenase complex subunit D
3208,SDHB,succinate dehydrogenase complex iron sulfur subunit B
3208,SDHA,succinate dehydrogenase complex flavoprotein subunit A
3208,SDHAF1,succinate dehydrogenase complex assembly factor 1
3220,PEX6,peroxisomal biogenesis factor 6
3220,PEX1,peroxisomal biogenesis factor 1
3237,FGF9,fibroblast growth factor 9
3237,NOG,noggin
3237,GDF5,growth differentiation factor 5
3238,MAP3K7,mitogen-activated protein kinase kinase kinase 7
3240,KARS1,lysyl-tRNA synthetase 1
3243,MEFV,"MEFV innate immunity regulator, pyrin"
3243,PTPN6,protein tyrosine phosphatase non-receptor type 6
